,COU.AG.ALPHA,COU.AG.DELTA,COU.AG.EPOCH,COU.AG.EQUINOX,COU.AG.PMA,COU.AG.PMD,COU.GS.MAG,DEL.REF.OPL,DET1.APOTYPE.VAL,DET1.APOX.VAL,DET1.APOY.VAL,DET1.INTERFX.VAL,DET1.INTERFY.VAL,DET1.NCOHERENT.VAL,DET1.NINCOHERENT.VAL,DET1.SNRLIMIT.VAL,DET1.WLMAXCUT.VAL,DET1.WLMINCUT.VAL,DET2.APOTYPE.VAL,DET2.APOX.VAL,DET2.APOY.VAL,DET2.INTERFX.VAL,DET2.INTERFY.VAL,DET2.NCOHERENT.VAL,DET2.NINCOHERENT.VAL,DET2.SNRLIMIT.VAL,DET2.WLMAXCUT.VAL,DET2.WLMINCUT.VAL,GetAutoLADC.-.max.ODP,SEQ.ACQ.DET1.DIT,SEQ.ACQ.DET2.DIT,SEQ.ACQ.SKY.DURATION,SEQ.ACQ.TARG.DURATION,SEQ.DIL.WL0,SEQ.FS.DET1.DIT,SEQ.FS.INS.SFL.NAME,SEQ.FS.INS.SFN.NAME,SEQ.FS.SKY.DURATION,SEQ.FS.TARG.DURATION,SEQ.OPDM.L.WLMAX,SEQ.OPDM.N.WLMAX,SEQ.PUP.DET1.DIT,SEQ.PUP.SKY.DURATION,SEQ.PUP.TARG.DURATION,SEQ.SKY.OFFS.ALPHA,SEQ.SKY.OFFS.DELTA,SEQ.TARG.FLUX.L,SEQ.TARG.FLUX.N,SEQ.TARG.MAG.K,TEL.CHOP.FREQ,TEL.CHOP.POSANG,TEL.CHOP.PVRATIO,TEL.CHOP.THROW,TEL.GS1.ALPHA,TEL.GS1.DELTA,TEL.GS1.MAG,TEL.TARG.ADDVELALPHA,TEL.TARG.ADDVELDELTA,TEL.TARG.ALPHA,TEL.TARG.DELTA,TEL.TARG.EQUINOX,TEL.TARG.PMA,TEL.TARG.PMD,Temperature
282,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,
283,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.62968267359e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,290.06
284,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,3.90476611576e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,290.06
288,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,9.857115366431543e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,290.05
289,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,
290,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,
295,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,
296,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,
297,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,
298,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,
300,0.0,0.0,2000.0,2000.0,0.0,0.0,6.1,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,4.2714170216789e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,13.9,2.3,3.2,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,122518.41,-274456.414,2000.0,0.001776,-0.001685,290.05
306,0.0,0.0,2000.0,2000.0,0.0,0.0,2.5,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.7166761906776506e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,30.8,14.5,2.7,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,120821.522,-504320.69,2000.0,-0.04011,-0.015572,290.08
311,0.0,0.0,2000.0,2000.0,0.0,0.0,6.4,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,3.0109135514248857e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,29.7,5.5,2.2,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,122347.828,-302007.498,2000.0,0.00985,-0.013249,290.08
316,0.0,0.0,2000.0,2000.0,0.0,0.0,4.7,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.9641531790007763e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,60.1,8.5,1.7,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,142305.774,-274514.461,2000.0,-0.202476,-0.117186,290.09000000000003
321,0.0,0.0,2000.0,2000.0,0.0,0.0,2.05,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.384023980886891e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,378.0,48.0,-0.27,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,140640.947,-362211.837,2000.0,-0.52053,-0.51806,290.075
326,0.0,0.0,2000.0,2000.0,0.0,0.0,8.1,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,3.586336374397277e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,9.7,17.0,3.2,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,154238.09,-183625.556,2000.0,-0.008511,-0.01339,290.1
345,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.45085083512e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,290.04
346,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,
349,0.0,0.0,2000.0,2000.0,0.0,0.0,8.1,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.9303468246888995e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,12.5,1.7,3.5,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,120800.813,-444910.06,2000.0,-0.012588,-0.003949,290.04
353,0.0,0.0,2000.0,2000.0,0.0,0.0,7.8,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.9705578825508055e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,3.0,0.44,5.0,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,120048.205,-493406.66,2000.0,-0.000256,-0.007623,290.04
357,0.0,0.0,2000.0,2000.0,0.0,0.0,8.1,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.748890343896167e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,12.5,1.7,3.5,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,120800.813,-444910.06,2000.0,-0.012588,-0.003949,290.045
362,0.0,0.0,2000.0,2000.0,0.0,0.0,6.8,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.065131209599966e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,3.0,0.03,5.4,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,120048.205,-493406.66,2000.0,-0.000256,-0.007623,290.05
363,0.0,0.0,2000.0,2000.0,0.0,0.0,6.8,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.6398303611180697e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,3.0,0.03,5.4,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,120048.205,-493406.66,2000.0,-0.000256,-0.007623,290.055
364,0.0,0.0,2000.0,2000.0,0.0,0.0,6.8,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.643407256579776e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,3.0,0.03,5.4,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,120048.205,-493406.66,2000.0,-0.000256,-0.007623,290.055
368,0.0,0.0,2000.0,2000.0,0.0,0.0,8.1,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.78085852793892e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,12.5,1.7,3.5,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,120800.813,-444910.06,2000.0,-0.012588,-0.003949,290.065
372,0.0,0.0,2000.0,2000.0,0.0,0.0,9.8,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.95065819149991e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,0.5,0.05,7.02,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,122220.256,-441208.47,2000.0,-0.005972,-0.000581,290.07
375,0.0,0.0,2000.0,2000.0,0.0,0.0,7.7,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.9283879867882447e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,14.4,2.2,3.3,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,163301.515,-313316.449,2000.0,-0.044527,-0.047542,290.07
379,0.0,0.0,2000.0,2000.0,0.0,0.0,9.3,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,5.868951506419211e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,0.2,0.02,8.0,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,163126.465,-314901.933,2000.0,0.005459,0.002234,290.08
382,0.0,0.0,2000.0,2000.0,0.0,0.0,7.7,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,5.295592928691748e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,14.4,2.2,3.3,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,163301.515,-313316.449,2000.0,-0.044527,-0.047542,290.08
386,0.0,0.0,2000.0,2000.0,0.0,0.0,7.5,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.3931276977399693e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,1.0,0.1,6.3,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,162927.583,-331913.953,2000.0,-0.03841,0.043524,290.08
406,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.29935265562e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,290.015
407,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,3.4319496730968097e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,290.015
408,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,3.643826574477739e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,290.02
409,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,3.936322174588807e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,1.0,0.0,1.0,0.5,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,290.015
410,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,5.576805181928653e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,1.0,0.0,1.0,0.5,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,290.01
411,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,1.0,89.89,1.0,1.0,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,
412,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,1.0,89.89,1.0,1.0,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,
413,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,1.0,89.89,1.0,1.0,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,
414,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,1.0,89.89,1.0,1.0,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,
415,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,1.0,89.89,1.0,1.0,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,
416,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,1.0,179.89,1.0,0.5,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,
417,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,1.0,179.89,1.0,4.5,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,
418,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,196.0,31.0,0.26,1.0,179.89,1.0,4.5,0.0,0.0,12.0,0.0,0.0,71634.993,-275252.245,2000.0,-0.013479,0.038625,
420,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.4656210428491182e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,996.0,118.0,-1.4,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,64508.917,-164258.017,2000.0,-0.546,-1.22307,290.025
421,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.1680665583170157e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,996.0,118.0,-1.4,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,64508.917,-164258.017,2000.0,-0.546,-1.22307,290.02
422,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.731941976250689e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,996.0,118.0,-1.4,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,64508.917,-164258.017,2000.0,-0.546,-1.22307,290.015
430,0.0,0.0,2000.0,2000.0,0.0,0.0,3.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,4.642322533589185e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,217.0,32.0,0.3,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,122121.609,-602404.129,2000.0,-0.017093,0.09167,290.015
433,0.0,0.0,2000.0,2000.0,0.0,0.0,7.5,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,3.132938211315764e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,24.6,5.1,2.2,0.5,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,115501.231,-623439.563,2000.0,-0.02648,-0.002913,290.02
